Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,CA,Alameda County,1,6,1,6001,Distribution of all-cause deaths (%),13733,1276,0.439,0.189,0.003,0.204,0.009,0.138,0.016,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Alameda County,1,6,1,6001,Distribution of COVID-19 deaths (%),13733,1276,0.291,0.176,,0.234,0.015,0.266,0.014,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Alameda County,1,6,1,6001,Distribution of population (%),13733,1276,0.304,0.101,0.002,0.314,0.008,0.221,0.049,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Butte County,4,6,7,6007,Distribution of all-cause deaths (%),2896,233,0.859,0.019,0.017,0.021,,0.069,0.013,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Butte County,4,6,7,6007,Distribution of COVID-19 deaths (%),2896,233,0.755,,,0.056,,0.133,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Butte County,4,6,7,6007,Distribution of population (%),2896,233,0.708,0.016,0.015,0.048,0.002,0.172,0.039,Small metro,
03/17/2021,01/01/2020,03/13/2021,CA,Contra Costa County,2,6,13,6013,Distribution of all-cause deaths (%),10212,701,0.624,0.116,0.003,0.107,0.006,0.127,0.018,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Contra Costa County,2,6,13,6013,Distribution of COVID-19 deaths (%),10212,701,0.499,0.124,,0.131,,0.224,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Contra Costa County,2,6,13,6013,Distribution of population (%),10212,701,0.425,0.087,0.003,0.176,0.005,0.259,0.046,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,El Dorado County,2,6,17,6017,Distribution of all-cause deaths (%),1787,109,0.896,0.01,0.006,0.029,,0.049,0.008,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,El Dorado County,2,6,17,6017,Distribution of COVID-19 deaths (%),1787,109,0.853,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,El Dorado County,2,6,17,6017,Distribution of population (%),1787,109,0.771,0.009,0.008,0.046,0.002,0.131,0.033,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Fresno County,3,6,19,6019,Distribution of all-cause deaths (%),11123,1608,0.501,0.06,0.009,0.084,0.001,0.337,0.008,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Fresno County,3,6,19,6019,Distribution of COVID-19 deaths (%),11123,1608,0.352,0.042,0.009,0.102,,0.491,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Fresno County,3,6,19,6019,Distribution of population (%),11123,1608,0.286,0.046,0.006,0.103,0.001,0.537,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Imperial County,4,6,25,6025,Distribution of all-cause deaths (%),1780,556,0.185,0.016,0.009,0.012,,0.776,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Imperial County,4,6,25,6025,Distribution of COVID-19 deaths (%),1780,556,0.072,,,,,0.912,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Imperial County,4,6,25,6025,Distribution of population (%),1780,556,0.1,0.024,0.007,0.012,0.001,0.85,0.006,Small metro,
03/17/2021,01/01/2020,03/13/2021,CA,Kern County,3,6,29,6029,Distribution of all-cause deaths (%),8875,1231,0.567,0.065,0.007,0.035,,0.315,0.01,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Kern County,3,6,29,6029,Distribution of COVID-19 deaths (%),8875,1231,0.304,0.05,0.008,0.048,,0.583,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Kern County,3,6,29,6029,Distribution of population (%),8875,1231,0.328,0.052,0.006,0.047,0.001,0.545,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Kings County,4,6,31,6031,Distribution of all-cause deaths (%),1350,305,0.466,0.049,0.013,0.03,,0.433,0.009,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Kings County,4,6,31,6031,Distribution of COVID-19 deaths (%),1350,305,0.207,,,,,0.725,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Kings County,4,6,31,6031,Distribution of population (%),1350,305,0.313,0.063,0.009,0.038,0.002,0.551,0.024,Small metro,
03/17/2021,01/01/2020,03/13/2021,CA,Los Angeles County,1,6,37,6037,Distribution of all-cause deaths (%),101249,19846,0.384,0.122,0.003,0.135,0.003,0.345,0.008,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Los Angeles County,1,6,37,6037,Distribution of COVID-19 deaths (%),101249,19846,0.226,0.082,0.002,0.143,0.003,0.539,0.005,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Los Angeles County,1,6,37,6037,Distribution of population (%),101249,19846,0.26,0.079,0.002,0.148,0.002,0.485,0.024,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Madera County,4,6,39,6039,Distribution of all-cause deaths (%),1263,191,0.496,0.038,0.015,0.022,,0.415,0.013,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Madera County,4,6,39,6039,Distribution of COVID-19 deaths (%),1263,191,0.199,,,,,0.733,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Madera County,4,6,39,6039,Distribution of population (%),1263,191,0.331,0.032,0.011,0.021,0.001,0.587,0.017,Small metro,
03/17/2021,01/01/2020,03/13/2021,CA,Marin County,2,6,41,6041,Distribution of all-cause deaths (%),2556,187,0.838,0.028,,0.044,,0.07,0.017,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Marin County,2,6,41,6041,Distribution of COVID-19 deaths (%),2556,187,0.706,,,0.075,,0.144,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Marin County,2,6,41,6041,Distribution of population (%),2556,187,0.71,0.025,0.002,0.064,0.002,0.163,0.034,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Merced County,3,6,47,6047,Distribution of all-cause deaths (%),2037,269,0.508,0.06,0.007,0.06,,0.355,0.006,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Merced County,3,6,47,6047,Distribution of COVID-19 deaths (%),2037,269,0.342,0.037,,0.074,,0.528,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Merced County,3,6,47,6047,Distribution of population (%),2037,269,0.264,0.029,0.004,0.071,0.002,0.609,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Monterey County,3,6,53,6053,Distribution of all-cause deaths (%),3699,529,0.553,0.034,0.003,0.076,0.006,0.318,0.01,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Monterey County,3,6,53,6053,Distribution of COVID-19 deaths (%),3699,529,0.297,0.038,,0.087,,0.563,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Monterey County,3,6,53,6053,Distribution of population (%),3699,529,0.292,0.025,0.003,0.057,0.004,0.591,0.027,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Orange County,1,6,59,6059,Distribution of all-cause deaths (%),30926,5342,0.575,0.018,0.002,0.174,0.004,0.22,0.007,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Orange County,1,6,59,6059,Distribution of COVID-19 deaths (%),30926,5342,0.325,0.015,0.002,0.219,0.006,0.427,0.005,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Orange County,1,6,59,6059,Distribution of population (%),30926,5342,0.397,0.017,0.002,0.212,0.003,0.339,0.03,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Placer County,2,6,61,6061,Distribution of all-cause deaths (%),5124,411,0.836,0.023,0.007,0.05,,0.071,0.011,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Placer County,2,6,61,6061,Distribution of COVID-19 deaths (%),5124,411,0.72,0.049,,0.063,,0.148,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Placer County,2,6,61,6061,Distribution of population (%),5124,411,0.714,0.017,0.006,0.079,0.002,0.144,0.039,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Riverside County,1,6,65,6065,Distribution of all-cause deaths (%),25826,4651,0.578,0.072,0.006,0.043,0.003,0.287,0.012,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Riverside County,1,6,65,6065,Distribution of COVID-19 deaths (%),25826,4651,0.364,0.058,0.006,0.052,0.005,0.505,0.009,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Riverside County,1,6,65,6065,Distribution of population (%),25826,4651,0.34,0.062,0.005,0.065,0.003,0.499,0.026,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Sacramento County,1,6,67,6067,Distribution of all-cause deaths (%),16399,1499,0.622,0.109,0.005,0.116,0.009,0.122,0.016,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Sacramento County,1,6,67,6067,Distribution of COVID-19 deaths (%),16399,1499,0.5,0.095,,0.163,0.025,0.199,0.013,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Sacramento County,1,6,67,6067,Distribution of population (%),16399,1499,0.433,0.097,0.005,0.161,0.011,0.234,0.06,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Bernardino County,2,6,71,6071,Distribution of all-cause deaths (%),23760,4841,0.453,0.109,0.005,0.053,0.004,0.363,0.013,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Bernardino County,2,6,71,6071,Distribution of COVID-19 deaths (%),23760,4841,0.278,0.081,0.006,0.061,0.006,0.559,0.008,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Bernardino County,2,6,71,6071,Distribution of population (%),23760,4841,0.272,0.081,0.004,0.073,0.003,0.543,0.024,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Diego County,1,6,73,6073,Distribution of all-cause deaths (%),31667,3978,0.609,0.052,0.004,0.087,0.006,0.227,0.016,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Diego County,1,6,73,6073,Distribution of COVID-19 deaths (%),31667,3978,0.357,0.04,0.004,0.102,0.007,0.477,0.012,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Diego County,1,6,73,6073,Distribution of population (%),31667,3978,0.448,0.047,0.004,0.119,0.004,0.34,0.038,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Francisco County,1,6,75,6075,Distribution of all-cause deaths (%),8017,456,0.395,0.102,0.003,0.309,0.005,0.127,0.058,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Francisco County,1,6,75,6075,Distribution of COVID-19 deaths (%),8017,456,0.279,0.075,,0.36,,0.257,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Francisco County,1,6,75,6075,Distribution of population (%),8017,456,0.4,0.05,0.002,0.353,0.004,0.152,0.039,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Joaquin County,3,6,77,6077,Distribution of all-cause deaths (%),8100,1273,0.523,0.095,0.006,0.118,0.007,0.233,0.018,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Joaquin County,3,6,77,6077,Distribution of COVID-19 deaths (%),8100,1273,0.387,0.086,,0.15,0.008,0.351,0.015,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Joaquin County,3,6,77,6077,Distribution of population (%),8100,1273,0.303,0.071,0.004,0.158,0.006,0.418,0.041,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Luis Obispo County,3,6,79,6079,Distribution of all-cause deaths (%),2911,220,0.869,0.008,,0.02,,0.088,0.01,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Luis Obispo County,3,6,79,6079,Distribution of COVID-19 deaths (%),2911,220,0.764,,,0.05,,0.141,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Luis Obispo County,3,6,79,6079,Distribution of population (%),2911,220,0.684,0.017,0.005,0.036,0.001,0.229,0.027,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,San Mateo County,2,6,81,6081,Distribution of all-cause deaths (%),6085,553,0.566,0.043,,0.23,0.013,0.136,0.01,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Mateo County,2,6,81,6081,Distribution of COVID-19 deaths (%),6085,553,0.38,0.036,,0.307,,0.244,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,San Mateo County,2,6,81,6081,Distribution of population (%),6085,553,0.382,0.022,0.001,0.294,0.013,0.237,0.05,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Santa Barbara County,3,6,83,6083,Distribution of all-cause deaths (%),4423,493,0.689,0.024,0.005,0.032,,0.239,0.01,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Santa Barbara County,3,6,83,6083,Distribution of COVID-19 deaths (%),4423,493,0.438,,,0.051,,0.475,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Santa Barbara County,3,6,83,6083,Distribution of population (%),4423,493,0.437,0.018,0.004,0.054,0.002,0.46,0.025,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Santa Clara County,1,6,85,6085,Distribution of all-cause deaths (%),14772,1645,0.509,0.033,0.003,0.242,0.007,0.196,0.009,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Santa Clara County,1,6,85,6085,Distribution of COVID-19 deaths (%),14772,1645,0.354,0.032,,0.271,0.009,0.325,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Santa Clara County,1,6,85,6085,Distribution of population (%),14772,1645,0.305,0.024,0.002,0.382,0.003,0.249,0.035,Large central metro,
03/17/2021,01/01/2020,03/13/2021,CA,Santa Cruz County,3,6,87,6087,Distribution of all-cause deaths (%),2260,255,0.744,0.011,0.005,0.038,,0.19,0.01,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Santa Cruz County,3,6,87,6087,Distribution of COVID-19 deaths (%),2260,255,0.549,,,0.059,,0.376,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Santa Cruz County,3,6,87,6087,Distribution of population (%),2260,255,0.567,0.01,0.004,0.047,0.001,0.34,0.031,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Shasta County,4,6,89,6089,Distribution of all-cause deaths (%),3179,210,0.887,0.006,0.022,0.016,,0.045,0.022,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Shasta County,4,6,89,6089,Distribution of COVID-19 deaths (%),3179,210,0.848,,,,,0.076,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Shasta County,4,6,89,6089,Distribution of population (%),3179,210,0.79,0.011,0.023,0.03,0.002,0.105,0.039,Small metro,
03/17/2021,01/01/2020,03/13/2021,CA,Solano County,3,6,95,6095,Distribution of all-cause deaths (%),4493,382,0.547,0.166,0.005,0.126,0.01,0.124,0.022,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Solano County,3,6,95,6095,Distribution of COVID-19 deaths (%),4493,382,0.416,0.168,,0.165,,0.209,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Solano County,3,6,95,6095,Distribution of population (%),4493,382,0.369,0.136,0.004,0.152,0.008,0.27,0.061,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Sonoma County,3,6,97,6097,Distribution of all-cause deaths (%),5350,367,0.824,0.014,0.009,0.026,0.004,0.104,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Sonoma County,3,6,97,6097,Distribution of COVID-19 deaths (%),5350,367,0.616,,,0.046,,0.281,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Sonoma County,3,6,97,6097,Distribution of population (%),5350,367,0.627,0.016,0.007,0.043,0.003,0.272,0.032,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Stanislaus County,3,6,99,6099,Distribution of all-cause deaths (%),7433,1263,0.641,0.038,0.006,0.046,0.006,0.25,0.011,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Stanislaus County,3,6,99,6099,Distribution of COVID-19 deaths (%),7433,1263,0.466,0.029,0.008,0.057,0.008,0.424,0.008,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Stanislaus County,3,6,99,6099,Distribution of population (%),7433,1263,0.401,0.027,0.005,0.054,0.007,0.473,0.033,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Tulare County,3,6,107,6107,Distribution of all-cause deaths (%),4492,790,0.55,0.017,0.011,0.032,0.002,0.382,0.006,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Tulare County,3,6,107,6107,Distribution of COVID-19 deaths (%),4492,790,0.342,,,0.039,,0.594,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Tulare County,3,6,107,6107,Distribution of population (%),4492,790,0.276,0.012,0.007,0.033,0.001,0.655,0.015,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Ventura County,3,6,111,6111,Distribution of all-cause deaths (%),8000,966,0.666,0.019,0.002,0.051,0.002,0.249,0.009,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Ventura County,3,6,111,6111,Distribution of COVID-19 deaths (%),8000,966,0.422,0.012,,0.073,,0.476,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Ventura County,3,6,111,6111,Distribution of population (%),8000,966,0.446,0.018,0.003,0.074,0.002,0.432,0.026,Medium metro,
03/17/2021,01/01/2020,03/13/2021,CA,Yolo County,2,6,113,6113,Distribution of all-cause deaths (%),1531,155,0.692,0.024,,0.061,,0.206,0.009,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Yolo County,2,6,113,6113,Distribution of COVID-19 deaths (%),1531,155,0.471,,,0.084,,0.439,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Yolo County,2,6,113,6113,Distribution of population (%),1531,155,0.458,0.024,0.005,0.145,0.004,0.318,0.046,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CA,Yuba County,4,6,115,6115,Distribution of all-cause deaths (%),1033,110,0.718,0.03,0.012,0.077,,0.132,0.026,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Yuba County,4,6,115,6115,Distribution of COVID-19 deaths (%),1033,110,0.509,,,0.155,,0.255,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CA,Yuba County,4,6,115,6115,Distribution of population (%),1033,110,0.537,0.036,0.016,0.066,0.004,0.29,0.05,Small metro,
03/17/2021,01/01/2020,03/13/2021,CO,Adams County,2,8,1,8001,Distribution of all-cause deaths (%),5042,722,0.636,0.062,0.01,0.031,0.002,0.246,0.012,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CO,Adams County,2,8,1,8001,Distribution of COVID-19 deaths (%),5042,722,0.44,0.066,,0.046,,0.421,0.014,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,CO,Adams County,2,8,1,8001,Distribution of population (%),5042,722,0.49,0.033,0.006,0.042,0.001,0.408,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,CO,Arapahoe County,2,8,5,8005,Distribution of all-cause deaths (%),5886,757,0.773,0.079,0.006,0.032,0.002,0.1,0.007,Large fringe metro,
